type,file,line,issue,severity,fix
unhandled-promise,src/utils/advancedAuthenticationSecurityManager.ts,1079,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAuthenticationSecurityManager.ts,1111,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAuthenticationSecurityManager.ts,1135,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,298,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,311,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,428,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,452,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,469,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,474,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,479,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,494,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,509,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,514,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,519,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,587,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,608,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,619,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,625,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,677,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,734,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,739,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,745,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,758,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,764,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,815,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,890,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedAutomationManager.ts,912,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,513,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,582,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,606,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,626,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,636,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,642,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,659,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,750,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,775,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,805,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,822,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,833,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,858,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,933,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,958,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1005,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1021,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1083,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1181,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1207,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1234,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1288,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1295,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1315,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1326,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedBusinessIntelligenceManager.ts,1354,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,270,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,284,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,412,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,475,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,507,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,518,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,535,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,566,Async function call without await,Medium,Add await or handle promise rejection
unhandled-promise,src/utils/advancedCachingManager.ts,626,Async function call without await,Medium,Add await or handle promise rejection
